id,category_id,attribute_id,is_core
252,14,21,0
253,15,57,1
254,15,45,1
255,15,44,1
256,15,56,1
257,15,1,1
258,15,2,1
259,15,3,1
260,15,4,1
261,15,5,1
262,15,6,1
263,15,7,1
264,15,8,1
265,15,76,1
266,15,77,1
267,15,85,1
268,15,33,1
269,15,34,1
270,15,35,0
271,15,50,0
272,15,43,0
273,15,94,0
274,15,60,0
275,15,58,0
276,15,38,0
277,15,17,0
278,15,15,0
279,15,40,0
280,16,46,1
281,16,56,1
282,16,44,1
283,16,57,1
284,16,33,1
285,16,34,1
286,16,35,1
287,16,50,1
288,16,43,1
289,16,94,1
290,16,30,1
291,16,31,1
292,16,2,1
293,16,1,1
294,16,32,1
295,16,52,1
296,16,45,0
297,16,84,0
298,16,72,0
299,16,73,0
300,16,47,0
301,16,75,0
302,16,15,0
303,16,28,0
304,16,7,0
305,16,20,0
306,17,59,1
307,17,57,1
308,17,56,1
309,17,44,1
310,17,33,1
311,17,34,1
312,17,35,1
313,17,50,1
314,17,43,1
315,17,94,1
316,17,41,1
317,17,42,1
318,17,48,1
319,17,51,1
320,17,49,1
321,17,79,0
322,17,80,0
323,17,81,0
324,17,82,0
325,17,83,0
326,17,78,0
327,17,60,0
328,17,77,0
329,17,85,0
330,17,53,0
331,18,44,1
332,18,46,1
333,18,59,1
334,18,56,1
335,18,33,1
336,18,34,1
337,18,35,1
338,18,50,1
339,18,43,1
340,18,94,1
341,18,57,1
342,18,41,1
343,18,42,1
344,18,48,1
345,18,51,1
346,18,49,1
347,18,79,1
348,18,80,0
349,18,81,0
350,18,82,0
351,18,83,0
352,18,78,0
353,18,47,0
354,18,92,0
355,18,7,0
356,18,15,0
357,18,73,0
358,19,45,1
359,19,58,1
360,19,56,1
361,19,46,1
362,19,33,1
363,19,34,1
364,19,35,1
365,19,50,1
366,19,43,1
367,19,44,1
368,19,94,1
369,19,57,1
370,19,41,1
371,19,42,1
372,19,48,1
373,19,51,1
374,19,49,1
375,19,79,1
376,19,80,0
377,19,81,0
378,19,82,0
379,19,83,0
380,19,78,0
381,19,60,0
382,19,47,0
383,19,76,0
384,19,62,0
385,19,25,0
386,19,16,0
387,20,44,1
388,20,45,1
389,20,56,1
390,20,46,1
391,20,33,1
392,20,34,1
393,20,35,1
394,20,50,1
395,20,43,1
396,20,94,1
397,20,57,1
398,20,30,1
399,20,31,1
400,20,2,1
401,20,1,1
402,20,32,1
403,20,52,0
404,20,84,0
405,20,72,0
406,20,73,0
407,20,60,0
408,20,47,0
409,20,38,0
410,20,48,0
411,20,36,0
412,20,75,0
413,21,58,1
414,21,56,1
415,21,46,1
416,21,45,1
417,21,33,1
418,21,34,1
419,21,35,1
420,21,50,1
421,21,43,1
422,21,44,1
423,21,94,1
424,21,57,1
425,21,30,1
426,21,31,1
427,21,2,1
428,21,1,1
429,21,32,1
430,21,52,0
431,21,84,0
432,21,72,0
433,21,73,0
434,21,60,0
435,21,24,0
436,21,6,0
437,21,28,0
438,21,79,0
439,21,15,0
440,22,59,1
441,22,45,1
442,22,58,1
443,22,57,1
444,22,33,1
445,22,34,1
446,22,35,1
447,22,50,1
448,22,43,1
449,22,44,0
450,22,94,0
451,22,19,0
452,22,76,0
453,22,54,0
454,23,57,1
455,23,58,1
456,23,46,1
457,23,56,1
458,23,33,1
459,23,34,1
460,23,35,1
461,23,50,1
462,23,43,1
463,23,44,1
464,23,94,0
465,23,60,0
466,23,22,0
467,23,5,0
468,23,4,0
469,23,83,0
470,24,44,1
471,24,58,1
472,24,56,1
473,24,46,1
474,24,33,1
475,24,34,1
476,24,35,1
477,24,50,1
478,24,43,1
479,24,94,1
480,24,57,1
481,24,47,0
482,24,16,0
483,24,18,0
484,24,53,0
485,24,39,0
486,24,91,0
487,25,57,1
488,25,45,1
489,25,46,1
490,25,56,1
491,25,33,1
492,25,34,1
493,25,35,1
494,25,50,1
495,25,43,1
496,25,44,1
497,25,94,0
498,25,47,0
499,25,12,0
500,25,89,0
501,25,59,0
502,25,20,0
503,26,59,1
504,26,46,1
505,26,45,1
506,26,44,1
507,26,33,1
508,26,34,1
509,26,35,1
510,26,50,1
511,26,43,1
512,26,94,1
513,26,57,1
514,26,97,1
515,26,2,1
516,26,30,1
517,26,31,0
518,26,1,0
519,26,73,0
520,26,47,0
521,26,56,0
522,26,81,0
523,26,92,0
524,26,89,0
525,27,45,1
526,27,44,1
527,27,58,1
528,27,57,1
529,27,33,1
530,27,34,1
531,27,35,1
532,27,50,1
533,27,43,1
534,27,94,0
535,27,60,0
536,27,23,0
537,27,42,0
538,27,38,0
539,27,53,0
540,28,58,1
541,28,57,1
542,28,44,1
543,28,45,1
544,28,33,1
545,28,34,1
546,28,35,1
547,28,50,1
548,28,43,1
549,28,94,0
550,28,61,0
551,28,41,0
552,28,7,0
553,28,14,0
554,28,79,0
555,29,59,1
556,29,45,1
557,29,46,1
558,29,56,1
559,29,1,1
560,29,2,1
561,29,3,1
562,29,4,1
563,29,5,1
564,29,6,1
565,29,7,1
566,29,8,1
567,29,76,1
568,29,77,1
569,29,85,1
570,29,33,1
571,29,34,1
572,29,35,0
573,29,50,0
574,29,43,0
575,29,44,0
576,29,94,0
577,29,57,0
578,29,60,0
579,29,51,0
580,29,42,0
581,29,89,0
582,29,23,0
583,30,56,1
584,30,58,1
585,30,45,1
586,30,57,1
587,30,33,1
588,30,34,1
589,30,35,1
590,30,50,1
591,30,43,1
592,30,44,1
593,30,94,1
594,30,30,1
595,30,31,1
596,30,2,1
597,30,1,1
598,30,32,0
599,30,52,0
600,30,84,0
601,30,72,0
602,30,73,0
603,30,60,0
604,30,47,0
605,30,25,0
606,30,93,0
607,30,86,0
608,31,45,1
609,31,59,1
610,31,44,1
611,31,58,1
612,31,33,1
613,31,34,1
614,31,35,1
615,31,50,1
616,31,43,1
617,31,94,1
618,31,57,0
619,31,65,0
620,31,2,0
621,31,83,0
622,31,70,0
623,31,31,0
624,32,46,1
625,32,44,1
626,32,58,1
627,32,59,1
628,32,33,1
629,32,34,1
630,32,35,1
631,32,50,1
632,32,43,1
633,32,94,1
634,32,57,1
635,32,47,0
636,32,60,0
637,32,96,0
638,32,93,0
639,32,76,0
640,32,55,0
641,32,39,0
642,33,58,1
643,33,56,1
644,33,44,1
645,33,45,1
646,33,33,1
647,33,34,1
648,33,35,1
649,33,50,1
650,33,43,1
651,33,94,1
652,33,57,1
653,33,41,1
654,33,42,1
655,33,48,1
656,33,51,1
657,33,49,1
658,33,79,0
659,33,80,0
660,33,81,0
661,33,82,0
662,33,83,0
663,33,78,0
664,33,60,0
665,33,88,0
666,33,20,0
667,33,64,0
668,34,56,1
669,34,58,1
670,34,57,1
671,34,59,1
672,34,33,1
673,34,34,1
674,34,35,1
675,34,50,1
676,34,43,1
677,34,44,1
678,34,94,1
679,34,41,1
680,34,42,1
681,34,48,1
682,34,51,1
683,34,49,1
684,34,79,1
685,34,80,0
686,34,81,0
687,34,82,0
688,34,83,0
689,34,78,0
690,34,47,0
691,34,64,0
692,34,89,0
693,34,6,0
694,34,68,0
695,35,46,1
696,35,58,1
697,35,45,1
698,35,57,1
699,35,33,1
700,35,34,1
701,35,35,1
702,35,50,1
703,35,43,1
704,35,44,1
705,35,94,1
706,35,41,1
707,35,42,1
708,35,48,1
709,35,51,1
710,35,49,1
711,35,79,1
712,35,80,0
713,35,81,0
714,35,82,0
715,35,83,0
716,35,78,0
717,35,16,0
718,35,90,0
719,35,54,0
720,35,18,0
721,35,85,0
722,36,58,1
723,36,44,1
724,36,59,1
725,36,56,1
726,36,33,1
727,36,34,1
728,36,35,1
729,36,50,1
730,36,43,1
731,36,94,1
732,36,57,0
733,36,60,0
734,36,83,0
735,36,22,0
736,36,29,0
737,36,49,0
738,37,44,1
739,37,57,1
740,37,58,1
741,37,46,1
742,37,33,1
743,37,34,1
744,37,35,1
745,37,50,1
746,37,43,1
747,37,94,1
748,37,60,1
749,37,47,0
750,37,79,0
751,37,5,0
752,37,11,0
753,37,74,0
754,37,75,0
755,38,45,1
756,38,44,1
757,38,57,1
758,38,59,1
759,38,33,1
760,38,34,1
761,38,35,1
762,38,50,1
763,38,43,1
764,38,94,1
765,38,60,0
766,38,47,0
767,38,49,0
768,38,12,0
769,38,13,0
770,38,22,0
771,39,45,1
772,39,46,1
773,39,58,1
774,39,59,1
775,39,33,1
776,39,34,1
777,39,35,1
778,39,50,1
779,39,43,1
780,39,44,1
781,39,94,1
782,39,57,1
783,39,97,1
784,39,2,1
785,39,30,0
786,39,31,0
787,39,1,0
788,39,73,0
789,39,60,0
790,39,7,0
791,39,8,0
792,39,22,0
793,39,84,0
794,40,45,1
795,40,59,1
796,40,46,1
797,40,56,1
798,40,33,1
799,40,34,1
800,40,35,1
801,40,50,1
802,40,43,1
803,40,44,1
804,40,94,1
805,40,57,0
806,40,85,0
807,40,92,0
808,40,83,0
809,40,37,0
810,40,81,0
811,41,44,1
812,41,45,1
813,41,58,1
814,41,59,1
815,41,33,1
816,41,34,1
817,41,35,1
818,41,50,1
819,41,43,1
820,41,94,1
821,41,57,0
822,41,60,0
823,41,47,0
824,41,68,0
825,41,78,0
826,41,40,0
827,42,45,1
828,42,57,1
829,42,56,1
830,42,59,1
831,42,33,1
832,42,34,1
833,42,35,1
834,42,50,1
835,42,43,1
836,42,44,0
837,42,94,0
838,42,63,0
839,42,88,0
840,42,8,0
841,43,46,1
842,43,44,1
843,43,45,1
844,43,59,1
845,43,43,1
846,43,60,1
847,43,81,1
848,43,85,0
849,43,61,0
850,43,88,0
851,43,76,0
852,44,59,1
853,44,46,1
854,44,58,1
855,44,57,1
856,44,43,1
857,44,60,1
858,44,94,1
859,44,19,0
860,44,4,0
861,44,45,0
862,44,6,0
863,45,58,1
864,45,56,1
865,45,57,1
866,45,46,1
867,45,43,1
868,45,44,1
869,45,47,1
870,45,4,1
871,45,49,0
872,45,38,0
873,45,72,0
874,45,52,0
875,46,56,1
876,46,46,1
877,46,58,1
878,46,57,1
879,46,60,1
880,46,47,1
881,46,68,0
882,46,10,0
883,46,14,0
884,46,75,0
885,47,57,1
886,47,46,1
887,47,58,1
888,47,56,1
889,47,44,1
890,47,47,1
891,47,2,1
892,47,49,0
893,47,73,0
894,47,91,0
895,47,70,0
896,48,56,1
897,48,57,1
898,48,46,1
899,48,44,1
900,48,33,1
901,48,34,1
902,48,35,1
903,48,50,1
904,48,43,1
905,48,94,0
906,48,60,0
907,48,65,0
908,48,26,0
909,48,86,0
910,49,57,1
911,49,45,1
912,49,59,1
913,49,56,1
914,49,60,1
915,49,44,1
916,49,43,1
917,49,38,1
918,49,19,0
919,49,28,0
920,49,32,0
921,49,53,0
922,50,57,1
923,50,45,1
924,50,56,1
925,50,46,1
926,50,60,1
927,50,43,1
928,50,83,1
929,50,4,0
930,50,8,0
931,50,75,0
932,50,79,0
933,51,56,1
934,51,44,1
935,51,58,1
936,51,57,1
937,51,47,1
938,51,60,1
939,51,76,0
940,51,45,0
941,51,86,0
942,51,67,0
943,52,56,1
944,52,44,1
945,52,46,1
946,52,45,1
947,52,57,1
948,52,43,1
949,52,67,0
950,52,88,0
951,52,30,0
952,52,7,0
953,53,56,1
954,53,46,1
955,53,45,1
956,53,44,1
957,53,43,1
958,53,57,1
959,53,60,1
960,53,15,1
961,53,74,0
962,53,22,0
963,53,41,0
964,53,71,0
965,54,57,1
966,54,56,1
967,54,45,1
968,54,46,1
969,54,43,1
970,54,47,1
971,54,44,1
972,54,72,1
973,54,19,0
974,54,77,0
975,54,16,0
976,54,11,0
977,55,44,1
978,55,58,1
979,55,46,1
980,55,56,1
981,55,60,1
982,55,57,1
983,55,15,1
984,55,18,0
985,55,81,0
986,55,54,0
987,55,86,0
988,56,58,1
989,56,57,1
990,56,44,1
991,56,56,1
992,56,47,1
993,56,60,1
994,56,37,1
995,56,78,0
996,56,15,0
997,56,12,0
998,56,63,0
999,57,45,1
1000,57,44,1
1001,57,46,1
1002,57,59,1
1003,57,33,1
1004,57,34,1
1005,57,35,1
1006,57,50,1
1007,57,43,1
1008,57,94,0
1009,57,57,0
1010,57,86,0
1011,57,52,0
1012,57,6,0
1013,58,46,1
1014,58,44,1
1015,58,45,1
1016,58,58,1
1017,58,33,1
1018,58,34,1
1019,58,35,1
1020,58,50,1
1021,58,43,1
1022,58,94,1
1023,58,57,1
1024,58,41,1
1025,58,42,1
1026,58,48,1
1027,58,51,1
1028,58,49,1
1029,58,79,1
1030,58,80,0
1031,58,81,0
1032,58,82,0
1033,58,83,0
1034,58,78,0
1035,58,47,0
1036,58,86,0
1037,58,87,0
1038,58,1,0
1039,58,37,0
1040,59,46,1
1041,59,59,1
1042,59,45,1
1043,59,56,1
1044,59,33,1
1045,59,34,1
1046,59,35,1
1047,59,50,1
1048,59,43,1
1049,59,44,1
1050,59,94,1
1051,59,57,0
1052,59,26,0
1053,59,19,0
1054,59,32,0
1055,59,49,0
1056,59,67,0
1057,60,45,1
1058,60,57,1
1059,60,58,1
1060,60,59,1
1061,60,1,1
1062,60,2,1
1063,60,3,1
1064,60,4,1
1065,60,5,1
1066,60,6,1
1067,60,7,1
1068,60,8,1
1069,60,76,1
1070,60,77,1
1071,60,85,1
1072,60,33,1
1073,60,34,1
1074,60,35,0
1075,60,50,0
1076,60,43,0
1077,60,44,0
1078,60,94,0
1079,60,49,0
1080,60,87,0
1081,60,70,0
1082,60,14,0
1083,60,88,0
1084,61,57,1
1085,61,45,1
1086,61,56,1
1087,61,58,1
1088,61,33,1
1089,61,34,1
1090,61,35,1
1091,61,50,1
1092,61,43,1
1093,61,44,1
1094,61,94,1
1095,61,30,1
1096,61,31,1
1097,61,2,1
1098,61,1,1
1099,61,32,0
1100,61,52,0
1101,61,84,0
1102,61,72,0
1103,61,73,0
1104,61,47,0
1105,61,96,0
1106,61,40,0
1107,61,85,0
1108,61,27,0
1109,62,46,1
1110,62,57,1
1111,62,45,1
1112,62,59,1
1113,62,33,1
1114,62,34,1
1115,62,35,1
1116,62,50,1
1117,62,43,1
1118,62,44,1
1119,62,94,0
1120,62,54,0
1121,62,61,0
1122,62,96,0
1123,62,49,0
1124,62,6,0
1125,63,57,1
1126,63,58,1
1127,63,45,1
1128,63,56,1
1129,63,9,1
1130,63,10,1
1131,63,11,1
1132,63,12,1
1133,63,13,1
1134,63,15,1
1135,63,16,1
1136,63,14,1
1137,63,17,1
1138,63,18,1
1139,63,19,1
1140,63,53,1
1141,63,61,1
1142,63,88,1
1143,63,62,1
1144,63,63,1
1145,63,64,1
1146,63,65,1
1147,63,66,1
1148,63,67,1
1149,63,68,0
1150,63,60,0
1151,63,90,0
1152,63,91,0
1153,63,92,0
1154,63,93,0
1155,63,33,0
1156,63,34,0
1157,63,35,0
1158,63,50,0
1159,63,43,0
1160,63,44,0
1161,63,94,0
1162,63,39,0
1163,63,41,0
1164,64,58,1
1165,64,46,1
1166,64,45,1
1167,64,56,1
1168,64,33,1
1169,64,34,1
1170,64,35,1
1171,64,50,1
1172,64,43,1
1173,64,44,1
1174,64,94,1
1175,64,57,0
1176,64,47,0
1177,64,75,0
1178,64,52,0
1179,64,69,0
1180,64,59,0
1181,65,56,1
1182,65,59,1
1183,65,45,1
1184,65,46,1
1185,65,33,1
1186,65,34,1
1187,65,35,1
1188,65,50,1
1189,65,43,1
1190,65,44,1
1191,65,94,1
1192,65,57,0
1193,65,60,0
1194,65,21,0
1195,65,72,0
1196,65,86,0
1197,65,8,0
1198,66,58,1
1199,66,56,1
1200,66,44,1
1201,66,59,1
1202,66,33,1
1203,66,34,1
1204,66,35,1
1205,66,50,1
1206,66,43,1
1207,66,94,1
1208,66,57,1
1209,66,47,0
1210,66,52,0
1211,66,60,0
1212,66,49,0
1213,66,93,0
1214,66,70,0
1215,67,44,1
1216,67,56,1
1217,67,59,1
1218,67,58,1
1219,67,33,1
1220,67,34,1
1221,67,35,1
1222,67,50,1
1223,67,43,1
1224,67,94,0
1225,67,57,0
1226,67,20,0
1227,67,21,0
1228,67,93,0
1229,67,9,0
1230,68,58,1
1231,68,46,1
1232,68,56,1
1233,68,57,1
1234,68,33,1
1235,68,34,1
1236,68,35,1
1237,68,50,1
1238,68,43,1
1239,68,44,0
1240,68,94,0
1241,68,40,0
1242,68,80,0
1243,68,28,0
1244,68,59,0
1245,69,44,1
1246,69,45,1
1247,69,59,1
1248,69,56,1
1249,69,33,1
1250,69,34,1
1251,69,35,1
1252,69,50,1
1253,69,43,1
1254,69,94,1
1255,69,57,0
1256,69,87,0
1257,69,19,0
1258,69,81,0
1259,69,90,0
1260,69,85,0
1261,70,59,1
1262,70,46,1
1263,70,56,1
1264,70,44,1
1265,70,24,1
1266,70,25,1
1267,70,26,1
1268,70,27,1
1269,70,28,1
1270,70,29,1
1271,70,54,1
1272,70,45,1
1273,70,70,1
1274,70,71,1
1275,70,84,1
1276,70,72,1
1277,70,73,1
1278,70,33,0
1279,70,34,0
1280,70,35,0
1281,70,50,0
1282,70,43,0
1283,70,94,0
1284,70,57,0
1285,70,48,0
1286,70,64,0
1287,70,8,0
1288,71,59,1
1289,71,57,1
1290,71,45,1
1291,71,58,1
1292,71,24,1
1293,71,25,1
1294,71,26,1
1295,71,27,1
1296,71,28,1
1297,71,29,1
1298,71,54,1
1299,71,46,1
1300,71,70,1
1301,71,71,1
1302,71,84,1
1303,71,72,1
1304,71,73,1
1305,71,33,0
1306,71,34,0
1307,71,35,0
1308,71,50,0
1309,71,43,0
1310,71,44,0
1311,71,94,0
1312,71,8,0
1313,71,65,0
1314,71,1,0
1315,71,56,0
1316,72,56,1
1317,72,44,1
1318,72,45,1
1319,72,58,1
1320,72,33,1
1321,72,34,1
1322,72,35,1
1323,72,50,1
1324,72,43,1
1325,72,94,0
1326,72,57,0
1327,72,10,0
1328,72,68,0
1329,72,78,0
1330,72,37,0
1331,73,46,1
1332,73,57,1
1333,73,59,1
1334,73,58,1
1335,73,33,1
1336,73,34,1
1337,73,35,1
1338,73,50,1
1339,73,43,1
1340,73,44,0
1341,73,94,0
1342,73,62,0
1343,73,9,0
1344,73,72,0
1345,73,30,0
1346,74,45,1
1347,74,46,1
1348,74,58,1
1349,74,59,1
1350,74,33,1
1351,74,34,1
1352,74,35,1
1353,74,50,1
1354,74,43,1
1355,74,44,1
1356,74,94,1
1357,74,57,0
1358,74,12,0
1359,74,85,0
1360,74,84,0
1361,74,23,0
1362,74,18,0
1363,75,46,1
1364,75,44,1
1365,75,45,1
1366,75,59,1
1367,75,33,1
1368,75,34,1
1369,75,35,1
1370,75,50,1
1371,75,43,1
1372,75,94,1
1373,75,57,0
1374,75,86,0
1375,75,21,0
1376,75,30,0
1377,75,8,0
1378,75,65,0
1379,76,57,1
1380,76,59,1
1381,76,56,1
1382,76,44,1
1383,76,33,1
1384,76,34,1
1385,76,35,1
1386,76,50,1
1387,76,43,1
1388,76,94,0
1389,76,69,0
1390,76,81,0
1391,76,62,0
1392,76,60,0
1393,76,46,0
1394,77,56,1
1395,77,57,1
1396,77,44,1
1397,77,59,1
1398,77,33,1
1399,77,34,1
1400,77,35,1
1401,77,50,1
1402,77,43,1
1403,77,94,0
1404,77,37,0
1405,77,52,0
1406,77,11,0
1407,77,46,0
1408,78,59,1
1409,78,44,1
1410,78,58,1
1411,78,57,1
1412,78,33,1
1413,78,34,1
1414,78,35,1
1415,78,50,1
1416,78,43,1
1417,78,94,0
1418,78,39,0
1419,78,52,0
1420,78,26,0
1421,78,27,0
1422,79,56,1
1423,79,59,1
1424,79,45,1
1425,79,44,1
1426,79,33,1
1427,79,34,1
1428,79,35,1
1429,79,50,1
1430,79,43,1
1431,79,94,1
1432,79,57,1
1433,79,41,1
1434,79,42,1
1435,79,48,1
1436,79,51,1
1437,79,49,1
1438,79,79,0
1439,79,80,0
1440,79,81,0
1441,79,82,0
1442,79,83,0
1443,79,78,0
1444,79,38,0
1445,79,36,0
1446,79,28,0
1447,79,19,0
1448,80,46,1
1449,80,45,1
1450,80,56,1
1451,80,59,1
1452,80,33,1
1453,80,34,1
1454,80,35,1
1455,80,50,1
1456,80,43,1
1457,80,44,1
1458,80,94,1
1459,80,57,1
1460,80,41,1
1461,80,42,1
1462,80,48,1
1463,80,51,1
1464,80,49,1
1465,80,79,0
1466,80,80,0
1467,80,81,0
1468,80,82,0
1469,80,83,0
1470,80,78,0
1471,80,28,0
1472,80,38,0
1473,80,61,0
1474,80,1,0
1475,80,3,0
1476,81,44,1
1477,81,59,1
1478,81,57,1
1479,81,58,1
1480,81,33,1
1481,81,34,1
1482,81,35,1
1483,81,50,1
1484,81,43,1
1485,81,94,0
1486,81,16,0
1487,81,62,0
1488,81,12,0
1489,81,2,0
1490,81,53,0
1491,82,45,1
1492,82,59,1
1493,82,46,1
1494,82,58,1
1495,82,33,1
1496,82,34,1
1497,82,35,1
1498,82,50,1
1499,82,43,1
1500,82,44,1
1501,82,94,1
1502,82,57,0
1503,82,47,0
1504,82,66,0
1505,82,17,0
1506,82,10,0
1507,82,80,0
1508,82,73,0
1509,83,56,1
1510,83,57,1
1511,83,58,1
1512,83,45,1
1513,83,33,1
1514,83,34,1
1515,83,35,1
1516,83,50,1
1517,83,43,1
1518,83,44,1
1519,83,94,1
1520,83,36,1
1521,83,37,1
1522,83,38,1
1523,83,39,1
1524,83,40,1
1525,83,51,0
1526,83,47,0
1527,83,48,0
1528,83,83,0
1529,83,78,0
1530,83,95,0
1531,83,96,0
1532,83,7,0
1533,83,89,0
1534,83,88,0
1535,84,46,1
1536,84,56,1
1537,84,57,1
1538,84,44,1
1539,84,33,1
1540,84,34,1
1541,84,35,1
1542,84,50,1
1543,84,43,1
1544,84,94,1
1545,84,36,1
1546,84,37,1
1547,84,38,1
1548,84,39,1
1549,84,40,0
1550,84,51,0
1551,84,47,0
1552,84,48,0
1553,84,83,0
1554,84,78,0
1555,84,60,0
1556,84,77,0
1557,84,93,0
1558,85,56,1
1559,85,59,1
1560,85,57,1
1561,85,58,1
1562,85,33,1
1563,85,34,1
1564,85,35,1
1565,85,50,1
1566,85,43,1
1567,85,44,1
1568,85,94,1
1569,85,36,1
1570,85,37,1
1571,85,38,1
1572,85,39,1
1573,85,40,0
1574,85,51,0
1575,85,47,0
1576,85,48,0
1577,85,83,0
1578,85,78,0
1579,85,3,0
1580,85,72,0
1581,85,91,0
1582,85,60,0
1583,86,59,1
1584,86,56,1
1585,86,57,1
1586,86,58,1
1587,86,33,1
1588,86,34,1
1589,86,35,1
1590,86,50,1
1591,86,43,1
1592,86,44,1
1593,86,94,1
1594,86,60,0
1595,86,47,0
1596,86,24,0
1597,86,86,0
1598,86,31,0
1599,86,2,0
1600,86,78,0
1601,87,58,1
1602,87,56,1
1603,87,59,1
1604,87,45,1
1605,87,33,1
1606,87,34,1
1607,87,35,1
1608,87,50,1
1609,87,43,1
1610,87,44,0
1611,87,94,0
1612,87,57,0
1613,87,26,0
1614,87,74,0
1615,87,3,0
1616,88,59,1
1617,88,57,1
1618,88,45,1
1619,88,46,1
1620,88,33,1
1621,88,34,1
1622,88,35,1
1623,88,50,1
1624,88,43,1
1625,88,44,1
1626,88,94,1
1627,88,60,0
1628,88,47,0
1629,88,39,0
1630,88,87,0
1631,88,85,0
1632,88,88,0
1633,89,59,1
1634,89,46,1
1635,89,58,1
1636,89,56,1
1637,89,33,1
1638,89,34,1
1639,89,35,1
1640,89,50,1
1641,89,43,1
1642,89,44,1
1643,89,94,1
1644,89,57,0
1645,89,47,0
1646,89,24,0
1647,89,54,0
1648,89,37,0
1649,89,51,0
1650,89,41,0
1651,90,58,1
1652,90,56,1
1653,90,46,1
1654,90,59,1
1655,90,33,1
1656,90,34,1
1657,90,35,1
1658,90,50,1
1659,90,43,1
1660,90,44,0
1661,90,94,0
1662,90,57,0
1663,90,12,0
